competitor_name,platform,text
bulkofficial,twitter,Like this if you’re secretly going to miss home workouts
bulkofficial,twitter,"Introducing our NEW Clear Whey Isolate - a light &amp; juicy alternative to milky protein shakes 

💦20g protein
💦Gluten free
💦Low sugar

Available in 3 fruity flavours: Passionfruit, Blackcurrant &amp; Apple, Cherry Bomb.

Shop: https://t.co/53ugFGkjvM https://t.co/jniT2MIlvg"
bulkofficial,twitter,"@RomeoDone8 Yo Dan 👋 No restock date yet, sorry! Our most popular products do tend to get restocked every few weeks though, so keep an eye out 👀"
bulkofficial,twitter,"Our two favourite things about the gym: the atmosphere &amp; the people 🙌

What’s your favourite thing about the gym?"
bulkofficial,twitter,@genzandginger Hey! We're very sorry about this😳 Our team are aware of this mistake and are working on getting the labels updated as we speak 🙌
bulkofficial,twitter,What are your favourite ways to keep fit outside the gym?
bulkofficial,twitter,We want what people who workout at 6am have
bulkofficial,twitter,Nothing feels better than having a routine &amp; sticking to it 🧘‍♂️
bulkofficial,twitter,"Level up your morning cereal 🥣 

Try this Mini Pancake Cereal 
Fluffy, crispy miniature-sized pancakes made with our Pure Whey Protein, served in a bowl of our creamy Oat Drink.

Full recipe here: https://t.co/V83EWfV8Vr https://t.co/Ey5lLSKx5h"
bulkofficial,twitter,"@r1k1n Hi there - we don't have confirmed restock dates for either of these products yet unfortunately, we suggest to keep checking back 🙂"
bulkofficial,twitter,Which bulk™ product is a must-have for your gym bag? 🎒
bulkofficial,twitter,@deanleigh Hey Dean - please send across your account details to @bulkhelp and they can look into this for you 🙂
bulkofficial,twitter,"@tgcalabaca Hey Tiago - don't worry, if you've sent a message back with your reference number then a member of the team will be in touch soon 🙂"
bulkofficial,twitter,@CARogersNo1 💪
bulkofficial,twitter,"@CuriousE1k Hey! There should be an unsubscribe button at the bottom of any emails from us, this will ensure that you're taken off our communication lists 🙂"
bulkofficial,twitter,"@dannimac25 Hey Danni - this packaging is compostable, so if you have a food waste bin at home - pop it in there 🙂"
bulkofficial,twitter,"@danielmoo80 Hi there - no set restock date yet unfortunately, keep an eye out!"
bulkofficial,twitter,"This Earth Day, we’re unveiling Our Planet, a new initiative to achieve 100% sustainability in our packaging #EarthDay

Click through or watch the video to find out how: https://t.co/7PeDHa92CI"
bulkofficial,twitter,Which muscle group are you training today? 🏋️
bulkofficial,twitter,"@mrjamesronan @bulkhelp Hey James - our customer service team work from 9am-6pm, and work through their requests from oldest to newest. Someone should be in touch shortly 🙂"
bulkofficial,twitter,@wedroveallnight Hey Matty - we're sorry to hear that you're unhappy with your experience with us. Please drop our customer service team a message over to @bulkhelp and they can assist you.
bulkofficial,twitter,@mrjamesronan Hey James - we're sorry to hear that your parcel is being returned to us. Please send across your order details to @bulkhelp and they can assist you 🙂
bulkofficial,twitter,@tgcalabaca Hey! If you've sent us an email then a member of the customer service team should be in touch to assist you soon 🙂
bulkofficial,twitter,"@Big_Grum Hi there - our customer service team would be happy to look into this for you, drop them a DM over to @bulkhelp and they can investigate 🙂"
bulkofficial,twitter,"This Pistachio Pesto Pasta is perfect for meal-prep, so you’ll never have to wonder what to make for lunch again 🍝

Head here for the full recipe: https://t.co/UrWZkSx3GS https://t.co/IhF6sD8iLx"
bulkofficial,twitter,"Getting motivated can be easy but staying motivated can be hard 😅 

Check out our tips for maintaining gym motivation over on the blog 👇 https://t.co/X6FZtVMQza"
bulkofficial,twitter,@Davey_Gilder Hi there - we're sorry to hear about the issue with your product! Please drop a DM to @bulkhelp and they'll assist you.
bulkofficial,twitter,@rbarks92 Hey Robert! Thanks for getting in touch. Please DM @bulkhelp your name and order number and they can look into this for you
bulkofficial,twitter,@StillGillsCB Hey! We are sorry to hear that your order did not arrive on time. Please send your order details over to @bulkhelp and they can advise on this
bulkofficial,twitter,Just want to skip to the part where we can go to the gym without booking ahead
bulkofficial,twitter,"The return of leg day ⚡

We’re coming in hot with this fiery lower body workout  🦵

Leg Extension 4x 10-12 reps
Lying Leg Curl 3x 10-12 reps
Leg Press 4x 8-12 reps

Are gyms open in your area yet? #HitRestart https://t.co/cNsCDTumrY"
bulkofficial,twitter,@jnmaccoll @Myprotein Hey James - our customer service team are working through their requests and should be in touch about your order soon 🙂
bulkofficial,twitter,"@GreeneGreene85 Hey Steven - we're sorry about this! If you wish to speak to a member of the team about your complaint, and ensure you're removed from any marketing lists, please drop a message over to @bulkhelp."
bulkofficial,twitter,What’s your favourite thing about the gym? 🏋️
bulkofficial,twitter,"Who else has missed having more than one set of heavy dumbbells? 🙋‍♂️

Try this routine if you’re lucky enough to be in England where gyms are open. Or save for later if not 🔖 #HitRestart https://t.co/ixbNjmBSRY"
bulkofficial,twitter,"@pratab_a Hey Pratab - no confirmed restock date yet, but they should be back soon!"
bulkofficial,twitter,"@jellyberg Hi Adam - this flavour should be back, we're just not sure when. Hopefully it shouldn't be too much longer 🤞"
bulkofficial,twitter,"Talk about a strong start to your day 🥣

Baked oats is one trend that doesn’t show signs of slowing down anytime soon, and we understand why 😋

Head here for the recipe: https://t.co/BYauezUGnj https://t.co/hKyNUKstSX"
bulkofficial,twitter,@nvlg12 🙌
bulkofficial,twitter,@al_ess1 Hey - please drop a DM over to @bulkhelp and they can assist you 🙂
bulkofficial,twitter,@CARogersNo1 😋
bulkofficial,twitter,@jdprosho Glad you love it James 💪
bulkofficial,twitter,RT @jdprosho: @BulkOfficial first time trying Bulk Vegan Protein. Blown away by how good is tastes 😋💪🏻 https://t.co/QaCarPFszS
bulkofficial,twitter,"More mobility, more progress 🤝⁣
⁣
Mobility routines help improve flexibility, prevent injury, and keeps your body functioning at its best.⁣
⁣
Don’t forget to hit ❤️ on this routine, ideal for the return to the gym #HitRestart https://t.co/MAz0ZT1QSJ"
bulkofficial,twitter,"It’s good to be back 👊

Gyms are open in England today, with the rest hopefully soon to follow 

To celebrate we’re giving 3 of you the chance to win £200 bulk credit.

Head to our Instagram to enter: https://t.co/0h46MvPZSk https://t.co/gXJ5GX5nAH"
bulkofficial,twitter,@palouze_ Hi there - we're really sorry to see this! Our customer service team are on hand over at @bulkhelp to assist you 🙂
bulkofficial,twitter,"@DerekWheatley Hey Derek - our customer service team would be happy to help you, please send them a message over to @bulkhelp 🙂"
bulkofficial,twitter,@Chloe_Daniell Hey Chloe - please drop a DM over to @bulkhelp and they can investigate this for you!
bulkofficial,twitter,Will you be returning to the gym today?
bulkofficial,twitter,Today is the day 🥳 https://t.co/H00NyJAddm
bulkofficial,twitter,Drop a GIF that describes how you feel about gyms opening tomorrow
bulkofficial,twitter,"Meet your new favourite way to hit your protein goal 🤝

These Chocolate Protein Doughnuts keep your cravings in check, and your progress on track.

🍩 Click here for the recipe: https://t.co/KwDt3i1lEY https://t.co/pfGCJWyPnV"
bulkofficial,twitter,"@bloggs @Myprotein Hey! We have not changed the formula, but we regularly test the nutritional values and update the values as needed. We hope this helps 🙂"
bulkofficial,twitter,"Core, engaged ⚡

A strong core allows for stronger functional movement &amp; helps prevent injury.

Will you be hitting restart on April 12th? #HitRestart https://t.co/sLKTjSCxkf"
bulkofficial,twitter,"It’s almost time for gyms to open in the UK, so make sure you’re stocked up &amp; prepared 👊

What are your gym bag essentials? #HitRestart"
bulkofficial,twitter,"Coming back strong 

Fire up your chest &amp; shoulders with this upper body blast 💪

Hit ❤️ so you’re ready for when those gym doors open #HitRestart https://t.co/OsowaZ4j0d"
bulkofficial,twitter,@JoshhLedger Give our customer service team a message and they might be able to help! Get them on live chat on our website or send a DM to @bulkhelp 🙂
bulkofficial,twitter,"@JoshhLedger Hey Josh - both items have to be added to your basket for this offer, with the discount being applied at checkout 🙂"
bulkofficial,twitter,"@cheskkkk Hi there - no set date yet for this, just keep checking back!"
bulkofficial,twitter,"Who else is excited to get back in the gym? 🙋 

Make sure you're set up with our tips for returning to training 👇  https://t.co/9B8SWlYEIF"
bulkofficial,twitter,"@LewisFabian5 We recommend using a shaker bottle, and shaking well instead of blending as it appears blending is causing the product to split. Try this and let us know how you get on!"
bulkofficial,twitter,@LewisFabian5 Hey Lewis - we just need to confirm what we are seeing. Is this Mass Gainer blended with other things?
bulkofficial,twitter,What's the first thing you're heading for when gyms open?
bulkofficial,twitter,@GotANewFriend The pouches are made from a few layers. Two layers are made from a plant cellulose. One of which being natureflex. And the other layer is just paper 🌳
bulkofficial,twitter,"@AlexKALEA Hey - if you've sent us an email, a member of our customer service team should be in touch soon 🙂 Alternatively you can access our live chat function through our website, if you need a faster response!"
bulkofficial,twitter,"@GotANewFriend Hey! All of our pouches are now plastic free, and made of natural materials. This now means that they are also fully home compostable 🌱 Although this does make them harder to open, we do think this is a worthy trade-off as they're much better for the environment 🙂"
bulkofficial,twitter,@nat_whiley Hey Nat - here's the direct link to our Vegan Protein Brownies 🙂 https://t.co/pXuZSarPhd
bulkofficial,twitter,"It’s officially 1 week ‘till gyms reopen in England 🎉

We’re getting you ready to #HitRestart with all things nutrition, training &amp; motivation over the next few weeks so stay tuned 🏋️"
bulkofficial,twitter,"Happy Easter 🐰

If you do one thing today - it should be baking these Easter Protein Blondies 

Head to our Instagram for the recipe: https://t.co/QYGQYKGFOt https://t.co/pOUgDjfyAo"
bulkofficial,twitter,Happy Easter from #TeamBulk 🐰
bulkofficial,twitter,"Picture this:

It's summer

The sun is shining, pre-workout pumping through your body, you get to the gym.

What song is playing?"
bulkofficial,twitter,"This is one Easter treat you can feel good about 🐣

With a double dose of protein from our Peanut Butter &amp; Vegan Protein Powder, we challenge you not to eat them all in one sitting.

Head to our Instagram for the full recipe: https://t.co/h9nqMV6hYS https://t.co/8hHtYmBu3Y"
bulkofficial,twitter,"Treat yourself this Easter with 35% off all of your favourite products 🐰

Shop here: https://t.co/J9r6e7CxI2 https://t.co/9mszPNZ5xW"
bulkofficial,twitter,"The biggest decision this summer:

Workout outside because it’s nice weather

Or workout out in the gym because they’ve just opened"
bulkofficial,twitter,@BadgerSmaker Looks like Midnight has good taste 🤷
bulkofficial,twitter,"@bradhowell Hey Brad - thanks for reaching out and for your feedback, we'll share it with the team!"
bulkofficial,twitter,Is it just us or does it feel like March 1st was just yesterday?
bulkofficial,twitter,"Goodnight to people who:

Put their weights back
Wipe down the equipment after use
Compliment your new activewear"
bulkofficial,twitter,@Elliottjamesd_ Hey! Our customer service team are available over at @bulkhelp to assist you 🙂
bulkofficial,twitter,@robski1964 And now it's time to relax and soak it in 🌞
bulkofficial,twitter,Today's the day home workouts become garden workouts #heatwave 😎☀️
bulkofficial,twitter,@gavinocarroll Hey Gavin - thanks for reaching out! We'll pass along your suggestion to our product team 🙂 🌱
bulkofficial,twitter,"Slow progress is still progress 

#MondayMotivation"
bulkofficial,twitter,"We might have lost an hour of sleep, but today marks the start of lighter evenings ☀️

Good things are coming!"
bulkofficial,twitter,"When it comes to nutrition - one size does not fit all.

Enter DNA-based nutrition 🧬

For the link between genetics and nutrition explained, head to our blog 👇 https://t.co/LWt7xgD0ED"
bulkofficial,twitter,"IT'S PAYDAY 🤑

Enjoy 50% off + an extra 25% off and a chance to win a GOLDEN TICKET 🎟️

5 GOLDEN TICKETS worth up to £500 will be hiding in random orders placed before 31/03

Just shop to enter: https://t.co/j77AymjgJ2 https://t.co/EHzClME6Y7"
bulkofficial,twitter,"What does it take to be a #TeamBulk athlete?

Meet Luis Young, where acrobat meets bodybuilder.

His training might be serious - but he still knows how to have fun with it 🤸 

#bulk #ThisisNutrition https://t.co/RlEThDk88L"
bulkofficial,twitter,"@gymviking1 Wow, we couldn't have put it better ourselves 👏"
bulkofficial,twitter,@barryprotrainer 💪
bulkofficial,twitter,"Training is about more than just the physical changes.

What are some of the reasons you’re excited to get back to the gym? 🏋️"
bulkofficial,twitter,"@SJK30 Hey! Our customer service team can look into this for you, please drop them a DM with your details over to @bulkhelp 🙂"
bulkofficial,twitter,@RaddReynolds Yep - we agree!
bulkofficial,twitter,@LockrGym Love this! Once you find an exercise you enjoy - it's a game changer 🙌
bulkofficial,twitter,@_munimula_ We couldn't have picked a better one if we tried
bulkofficial,twitter,@benjaminfarrand Where do people find the energy? 😫
bulkofficial,twitter,@JBrunskill4 This 😂☝️
bulkofficial,twitter,@pauljenkinspix This is how we feel after a heavy session for sure 😅🤒
bulkofficial,twitter,Reply with a GIF that best describes how you feel about cardio
bulkofficial,twitter,@jeremysitbon Hey - our customer service team are available over at @bulkhelp to assist you
bulkofficial,twitter,Which of our newest products are you planning to try first? 😋
bulkofficial,twitter,"Make yourself proud

#MondayMotivation"
bulkofficial,twitter,"Today is #WorldSleepDay2021 💤

Did you know a good night’s sleep can help your physical &amp; mental wellbeing?

Check out our tips on how to get a restful night’s sleep, naturally, here: https://t.co/nrYt4kEdUY"
bulkofficial,twitter,Really counting on our muscle memory coming through for us on April 12th
bulkofficial,twitter,"Oh, and we have 40% off when you use code BULK 👀

No minimum spend 💸"
bulkofficial,twitter,"Happy St. Patrick’s Day ☘️

If you’re feeling lucky, head to our website for your chance to win £250 worth of bulk products when you spend £40+ 💰

👉 https://t.co/ljUMhgzsgl https://t.co/knBLXSp724"
bulkofficial,twitter,"@Elaena_Off Hey! We've not changed our formula, our Peanut Butter is still 100% peanuts. As this product is 100% natural, the nutritional values can change slightly. We consistently test our products to make sure our information is up-to-date and as accurate as it can be 🙂 🥜"
bulkofficial,twitter,"You need to watch out for the people who dry scoop their pre-workout

Those people are dangerous"
bulkofficial,twitter,"@LeeWilkinson23 We wouldn't attribute this to the change in our formula, however if you wish to speak to our customer care team about your concerns then you can grab them over at @bulkhelp"
bulkofficial,twitter,"@LeeWilkinson23 Hey Lee - we've recently made our Whey Protein soya free, the soya has been replaced with Sunflower Lecithin 🙂"
bulkofficial,twitter,"@DadandTed Hey! We understand that it can be annoying when products sell out. We see high demand for our products during sale periods, you need to be quick to get your hands on your favourite items before they're gone 🛍️"
bulkofficial,twitter,"@IamFordy Hey - our apologies, we understand this must be frustrating! This is because our new packaging is made from natural, compostable materials. This does make it trickier to tear but it's better for the environment than plastic or paper, we think this is a worthy trade-off 🙌"
bulkofficial,twitter,Only 4 more Monday’s until the gyms open 🙏
bulkofficial,twitter,"Finish the sentence:

Saturday's are best spent _______"
bulkofficial,twitter,"April 11th: ☹️😢💩👎
April 12th: 😃🥳🏋️👍"
bulkofficial,twitter,"Yesterday we launched our new Oat Drink, fortified with vitamins and minerals 🥛

What’s your favourite plant-based milk alternative?"
bulkofficial,twitter,"@stevensmith2009 Hey Steve! Our customer service team can look into this for you, please send a message with your account details over to @bulkhelp 🙂"
bulkofficial,twitter,@IamMsChanel Hey - our customer service team are available over at @bulkhelp to assist you 🙂
bulkofficial,twitter,@rnossej Hey Ryan - today we have 45% off all Protein Powders using the code PROTEIN 👀
bulkofficial,twitter,"@heimi Hey Toby - we're sorry to hear this, please report this to @bulkhelp and they can assist you further!"
bulkofficial,twitter,"Say hello to our NEW Oat Drink 🥛

A dairy free alternative to milk &amp; soya

Fortified with Calcium, Vitamin D, Vitamin B12, Riboflavin and Folic Acid 

And with no added sugar ✅

Click here to give it a try for yourself: https://t.co/tuHeAVFyqm
#ThisisNutrition https://t.co/2AjMbAHX7k"
bulkofficial,twitter,"@h_sandhu12 Hey - you can use code SCORE to get 35% off products here, when you spend £30+ https://t.co/rNq04K3IwL"
bulkofficial,twitter,@CARogersNo1 What's your favourite flavour? 🤔
bulkofficial,twitter,@alfieT_nffc Hey Alfie - we wouldn't recommend our products for anyone under the age of 16 years old 🙂
bulkofficial,twitter,@1OATCAKE Hey Chris - please drop a DM to @bulkhelp and they can assist you further 🙂
bulkofficial,twitter,"How much weight could a weight lifter lift if a weight lifter could lift weight 🤔

Now try saying that 3 times fast 🔁"
bulkofficial,twitter,@MahjHussain Hey - please drop your account details over to @bulkhelp and they can assist you with this 🙂
bulkofficial,twitter,@Mike_is_my_name Nothing beats Chocolate Cookies 🤤 🍪
bulkofficial,twitter,@missmeowharris The Vegan Blondies are 10/10 if we do say so ourselves 😏
bulkofficial,twitter,From the 12th of April onwards we hope to never see another resistance band or ab wheel again 😅
bulkofficial,twitter,"@RussellDanny Hey Danny - please ensure the items in your basket meet the T&amp;Cs of these offers, if the codes still don't apply then please get back in contact and we can investigate 🙂"
bulkofficial,twitter,@FunkyLarma Hey Adam - this has unfortunately been discontinued 😞
bulkofficial,twitter,"@mckenziek234 Hey Keith - we're sorry to see that you've received a damaged product, please drop a DM to @bulkhelp who can look into this for you."
bulkofficial,twitter,"Today we’re celebrating International Women’s Day 👭

Tell us about a woman that inspires you &amp; why 👇"
bulkofficial,twitter,"@hocuspocuslocu1 Hey - this is just out of stock, we hope to have it back soon 🙂"
bulkofficial,twitter,@mike9001985 Hey Michael - this product has now been discontinued unfortunately 😞
bulkofficial,twitter,"If you could only drink one flavour of protein shake for the rest of your life, what would it be? 🤔"
bulkofficial,twitter,"Introducing our NEW Vegan Multivitamin Complex 🌱

Formulated with all you need:
✅Calcium
✅Zinc
✅Iron
✅Vitamin B12
✅Vitamin D3

Supporting your bone health, immune system &amp; metabolism.

Shop here: https://t.co/laWTRe3gWn

#ThisisNutrition https://t.co/s9MXwshIEt"
bulkofficial,twitter,@ZaerdnaCSGO You'll get it back in no time 👊
bulkofficial,twitter,@Bulkamaniauk Our arms are tired just thinking about this 😅 You should be proud! https://t.co/mBFRLt6vxO
bulkofficial,twitter,"@IreRyann Looking healthier and happier, amazing job 💪"
bulkofficial,twitter,@ZaerdnaCSGO We can't wait for them to be open again!
bulkofficial,twitter,@RoboScorpion Not an easy feat 👏 Well done!
bulkofficial,twitter,"@LiveBetterLong This is the dream 🙏 No travel time, no waiting around for equipment, open 24/7, the list goes on..."
bulkofficial,twitter,What's been your greatest achievement in your fitness journey? 🏆
bulkofficial,twitter,Really appreciate the government giving us 2 months to get buff again before everything reopens in summer
bulkofficial,twitter,@McgeoughNiall Hey Niall - our customer service team are available over at @bulkhelp to assist you 🙂
bulkofficial,twitter,"Shop Protein Millionaire Slice: https://t.co/TTjy7890Z1
Shop Protein Rocky Road: https://t.co/EQR5tR8Xg1"
bulkofficial,twitter,"Last week we launched our NEW Protein Millionaire Slice &amp; Protein Rocky Road 🤤

Which one are you most excited to try first? 👇"
bulkofficial,twitter,"@benmumford27 Hey Ben - we have no known issues with the website 🤔 Please try using a different device or browser, if this doesn't work contact @bulkhelp and they can investigate this for you"
bulkofficial,twitter,"Hearing that gyms are reopening 👍 

Realising you'll start paying membership fees again 👎"
bulkofficial,twitter,"@TheRealJamDog @bulkhelp Hey Jamie - we would hope to have this product restocked in the next few weeks, we don't have a confirmed date yet so keep checking back 🙂"
bulkofficial,twitter,"Celebrate #NationalPeanutButterLoversDay with this Chocolate &amp; Peanut Butter Mug Cake 🥜

Head here for the recipe: https://t.co/D70P3hr8Ho https://t.co/VXX0iVrN8o"
bulkofficial,twitter,"@FitnessBen94 Hey Ben - please drop a DM over to @bulkhelp with your order details, they can assist you further 🙂"
bulkofficial,twitter,The first day back at the gym is going to be like January 2nd x100
bulkofficial,twitter,"@charliewilcox26 Hey Charlie - for all order queries, please drop a DM over to @bulkhelp 🙂"
bulkofficial,twitter,"@conor_lupton For all order queries please contact our customer service team at @bulkhelp, they can assist you further."
bulkofficial,twitter,"@nilorior Hey! We don't unfortunately, we hope we can offer this in the future 🤞"
bulkofficial,twitter,"@davidcochrane Hey David - orders to Ireland are currently taking up to 10 working days, we hope this will improve soon! Keep an eye on the website for any updates 🙂"
bulkofficial,twitter,"Maximum nutrition, minimal effort. 👊

Introducing 1™ - our NEW complete food shake.

With:
30g protein
37g carbs
9.6g fibre

Shop here: https://t.co/15MTWRIZAb https://t.co/yuTs0TWAMS"
bulkofficial,twitter,"The best partner to training is routine.⁣
⁣
Have you been sticking to a routine this year?⁣"
bulkofficial,twitter,"The urge to treat ourselves is strong today

#PayDay"
bulkofficial,twitter,What's the first thing you're heading for when gyms re-open?
bulkofficial,twitter,@NorthernPoppy That's what we like to hear 😏
bulkofficial,twitter,@gymviking1 War Face ready always! 👊
bulkofficial,twitter,POV: Drinking pre-workout in an attempt to feel something again.
bulkofficial,twitter,@mariannemilie https://t.co/wLrk0AQ05a
bulkofficial,twitter,"@Destraudo Hey James - we have warehouses in the UK &amp; Poland, so it depends where you're ordering to. The price shown at checkout will be the final price to pay, there will be no extra customs or duties to be paid when delivered 🙂"
bulkofficial,twitter,"@b8d208682142463 Hey Andrew - for an update on any outstanding orders, please drop a DM with your order details over to @bulkhelp 🙂"
bulkofficial,twitter,@craigpads Hey Craig - our customer service team are on hand over at @bulkhelp to assist you 🙂
bulkofficial,twitter,@gymviking1 Us as soon as the doors open https://t.co/gsSbYVQ5Ex
bulkofficial,twitter,"Only 49 days left of home workouts 

#MondayMotivation"
bulkofficial,twitter,How do you feel about 12th April being the prospective reopening date for gyms?
bulkofficial,twitter,"@RyanFreemanYT Not the news we wanted to hear, but having a date to work towards can give us hope 🙏"
bulkofficial,twitter,@Mick_Bailey Trying to think positive thoughts 😅🤞
bulkofficial,twitter,"It's official - gyms can reopen from 𝟏𝟐𝐭𝐡 𝐨𝐟 𝐀𝐩𝐫𝐢𝐥 🙏

7 weeks and counting ⏳"
bulkofficial,twitter,Us waiting to hear the announcement on the reopening of gyms 😬 https://t.co/MdXQT5Yl0h
bulkofficial,twitter,@conor_lupton Hey Conor - we've responded to your DM 🙂
bulkofficial,twitter,@CharMawdsley Hey - let's look into this for you! Please drop a DM over to @bulkhelp with the full list of items in your basket and they can investigate.
bulkofficial,twitter,"@SamDonohoe10 Hey Sam - our customer service team are experiencing a high volume of messages at the moment, which has meant response times have been slower. To discuss your options you can drop a message over to @bulkhelp and someone will be in touch soon!"
bulkofficial,twitter,@Jefgingerbear Hey! How strange - please drop a message over to @bulkhelp and they can look into this for you 🙂
bulkofficial,twitter,@CBhonson Hey! Please drop a DM over to @bulkhelp and they can investigate this for you.
bulkofficial,twitter,"@Raels2012 Hey Raelene - we're really sorry about this! Our customer service team can provide an update on your order, please drop them a DM over to @bulkhelp with your order details."
bulkofficial,twitter,Hit ❤️ if Sundays are your rest days
bulkofficial,twitter,"There’s no stopping us 👊

We’ve just ranked in @ST_Business HSBC International Fast Track 200 for the 4th year running

We're only heading up from here, so watch out 👀

#TeamBulk #ThisisNutrition #HSBCIntTrack200 https://t.co/tPFW7wSzto"
bulkofficial,twitter,Stop trying to make cauliflower rice a thing
bulkofficial,twitter,"@HudsonByName We feel this 🤣 If it ain't broken, don't fix it!"
bulkofficial,twitter,@ManLikeDecX TV gold 😅
bulkofficial,twitter,RT @Ben_JJi: @BulkOfficial we do love delivery day with the new Bulk1 https://t.co/gvhMiY6AiU
bulkofficial,twitter,"The most important decision of the week: Friday night dinner 🍽️ 

What are you having?"
bulkofficial,twitter,@Vikki_Wilkinson https://t.co/TG66r3I7ky
bulkofficial,twitter,@RyanFreemanYT We're jealous! Hopefully it won't be much longer before we're reunited with the weights room 🙏
bulkofficial,twitter,"@BromRefined Hey Ross - our apologies, we'll take your feedback onboard! We'd be sad to see you go but if you do wish to unsubscribe you can do so by clicking the button at the bottom of the email."
bulkofficial,twitter,@Freyamrb Hey Freya - please send along your details to @bulkhelp and they can assure any email addresses and mobile numbers are removed from our system 🙂
bulkofficial,twitter,"@SAtweety8 Hey Arlene - our apologies, we don't have any active phone lines but our customer service team are available at @bulkhelp or through the live chat function on the website to assist you 🙂"
bulkofficial,twitter,"@acex37 We can only provide the products, you've got to bring the motivation 👊"
bulkofficial,twitter,@arnojuriado Sometimes you've just got to take it easy ☝️
bulkofficial,twitter,@gymviking1 😂🤣
bulkofficial,twitter,"@JDKAFC Jheez 😅 This is impressive, well done!"
bulkofficial,twitter,@hamz97_ Starting fresh 💪
bulkofficial,twitter,@donalseancarey Hey! To discuss your options please drop a DM over to @bulkhelp with your order number 🙂
bulkofficial,twitter,How are you maintaining progress at home?
bulkofficial,twitter,"If you've ever put your mouth on the spout of the gym water fountain, you don't need to worry about what's in the vaccine"
bulkofficial,twitter,"@FiletzMorszczuk Hey 👋 The packaging is correct, we have recently changed this and are yet to update the website!"
bulkofficial,twitter,@COZindustries Thank you Corinne 🙏 We're always looking for ways to improve!
bulkofficial,twitter,"@xblackdarknessx Hey Sabrina - we don't have a restock date yet for these unfortunately 😞 We're hoping to have all of your favourite products restocked in the next few weeks, so keep checking back!"
bulkofficial,twitter,@maxcfc1 https://t.co/LgDMLEv9y4
bulkofficial,twitter,"Blessing your timeline

#PancakeDay 🥞 https://t.co/DZMoUb99Qw"
bulkofficial,twitter,"Let's settle this once and for all, the best pancake topping is...

#PancakeDay 🥞"
bulkofficial,twitter,@Jaydbullet A classic combo 🤤
bulkofficial,twitter,@hannahbeedle So are we 😅
bulkofficial,twitter,@Jaydbullet Ready for Pancake Day 🙌 What toppings are you going for?
bulkofficial,twitter,"@fuckupthefun Hey 👋 @bulkhelp is your port of call for all order related queries, our customer service team can assist you from there!"
bulkofficial,twitter,"@baxtersimmo Hey Ben - we don't have a set restock date yet for this item, we do try to restock our most popular products every few weeks so keep an eye out!"
bulkofficial,twitter,Any exercise is better than no exercise #MondayMotivation
bulkofficial,twitter,"#PancakeDay tomorrow 🥞

What's your style? 👇"
bulkofficial,twitter,@Welshdragon01 Hey Andrew - would it be possible for you to send through a picture of the nutritional label on the bag please? We'll look into this for you
bulkofficial,twitter,"@marcochara10 We've not recently changed the formula of this product, but we will certainly pass along your comments to our product team!"
bulkofficial,twitter,@marcochara10 Hey Marco - which product and flavour are you referring to?
bulkofficial,twitter,"@LauraGllr Hey! If you need help tracking an order, please send your order details over to @bulkhelp who can assist you 😊"
bulkofficial,twitter,@Ciaranfinn94 Hey there - we're sorry to hear about the delays to your order! Our customer service team are on hand over at @bulkhelp to assist you.
bulkofficial,twitter,@LovejoyLex Thank you Lex 🙌 We're always looking for more environmentally-friendly solutions. It's something that we're actively working on and trying to improve!
bulkofficial,twitter,"Relationship status:

In a long distance relationship with the gym 💔"
bulkofficial,twitter,Trying to get pancake mix the weekend before Shrove Tuesday is like trying to find toilet paper in a pandemic
bulkofficial,twitter,@orviwan We just really care about your purchase experience Jon 😅
bulkofficial,twitter,"@GeeSays1 We don't unfortunately! We're currently having a few issues with stock, but we hope to have this resolved in a few weeks 🙏"
bulkofficial,twitter,"OUR LIMITED BLONDIE, NOW PERMANENT 🎉 

You asked, we delivered. 

After the huge bulk™ birthday success, our Vegan Blondie is now a permanent snack in our Vegan range.

Shop now: https://t.co/ZQwtHzVilC https://t.co/W8CBl97Goc"
bulkofficial,twitter,@salter_sam No one wants bits in their shake 😬
bulkofficial,twitter,@salter_sam Crunchy or smooth? 🤔
bulkofficial,twitter,"@s_amaranath @TheJoeDelaney The man has good taste, what can we say😅"
bulkofficial,twitter,"@KKhewe We would have to agree, he's pretty great 🤩"
bulkofficial,twitter,What's one bulk product you couldn't live without?
bulkofficial,twitter,@SophiePalmer001 Get it 💪
bulkofficial,twitter,@DAn__FuLLer @Myprotein Hey Dan - our customer service team would be happy to chase this up for you. Drop them a DM with your order details to @bulkhelp and they can investigate.
bulkofficial,twitter,@GeeSays1 Does the voucher have an expiration date?
bulkofficial,twitter,We miss our gym playlist 💔
bulkofficial,twitter,"@GeeSays1 Hey! We're currently having a few stock issues at the moment, we hope to have things back to normal soon 🤞"
bulkofficial,twitter,"@RichieUK_TTV Hey Richie! Thank you for bringing this to our attention, we'll bring it up with the team and see how we can improve this for the future 🙏"
bulkofficial,twitter,"Like this if your other half should buy you bulk products for Valentines Day

Hint hint 😏"
bulkofficial,twitter,@MiikeTeknoist A step in the right direction 🌱
bulkofficial,twitter,@MikeDavidHill He's almost camouflaged 🧐
bulkofficial,twitter,@ManLikeDecX You're keeping our staff in wages Declan 😅 Definitely an impressive haul!
bulkofficial,twitter,If your stocks don't look like this - unfollow us. https://t.co/ixnowa8NCw
